date,precio,vol_30d,cum_ret_60d,dist_sma200,drawdown,fg,cluster_km,estado_hmm,estado_hmm_causal
2018-10-10,225.7689971923828,5.025161162684333,-27.15674185447068,-49.15821769534803,-78.22423164901056,28.0,0,1,2
2018-10-11,189.49899291992188,5.7576409513279145,-42.43267295163306,-57.164525406434706,-81.72252955947829,19.0,0,1,2
2018-10-12,196.7270050048828,5.78937972458894,-28.2685495956486,-55.382796684761445,-81.02537663433091,13.0,0,1,2
2018-10-13,199.84100341796875,5.070309894806676,-24.04581361392109,-54.54755142494927,-80.72502667958967,15.0,0,1,2
2018-10-14,195.71499633789065,5.083214882128915,-27.340868343094265,-55.35878006983553,-81.122986432734,18.0,0,1,2
2018-10-15,209.70399475097656,5.160147149205051,-22.20551857358795,-52.0716405236719,-79.77372593774166,20.0,0,1,2
2018-10-16,210.1199951171875,5.156575748876482,-31.617766455524613,-51.875082484228464,-79.73360206014469,24.0,0,1,2
2018-10-17,207.0829925537109,4.788916730607501,-26.754876783772666,-52.46758157079447,-80.02652564631482,23.0,0,1,2
2018-10-18,203.3520050048828,4.672211197012783,-30.25426477300061,-53.22935850261787,-80.38638515578714,26.0,0,1,2
2018-10-19,203.7270050048828,4.672329121285703,-21.2546912544936,-53.04445490759606,-80.35021582681297,24.0,0,1,2
2018-10-20,205.42999267578125,4.488089444608901,-23.199883227022003,-52.53628008359927,-80.18596003665913,21.0,0,1,2
2018-10-21,205.1419982910156,4.073025884842992,-19.579399488628116,-52.5065848767329,-80.21373753971326,21.0,0,1,2
2018-10-22,204.04400634765625,4.0563871836620935,-22.238530486272094,-52.66259745381316,-80.31964055787422,27.0,0,1,2
2018-10-23,204.33599853515625,4.039516816928668,-24.211242393591185,-52.50342667413409,-80.29147746057401,24.0,0,1,2
2018-10-24,203.8520050048828,3.884199382605579,-23.274463865718342,-52.5157844201418,-80.33815938382158,23.0,0,1,2
2018-10-25,202.718994140625,3.8044044592338553,-22.239322732812433,-52.670674349038,-80.44744003096999,25.0,0,1,2
2018-10-26,203.32899475097656,3.800169245795288,-25.71970675654073,-52.41983704568599,-80.38860453030264,29.0,0,1,2
2018-10-27,204.2100067138672,3.6309000039142516,-29.10149758997475,-52.0959534856408,-80.30362956626004,33.0,0,1,2
2018-10-28,205.36599731445312,3.6063105010289087,-26.111470348258795,-51.69720649087773,-80.19213248806365,35.0,0,1,2
2018-10-29,197.2469940185547,3.572679002452295,-28.265114230381176,-53.44493298648717,-80.97522289113503,34.0,0,1,2
2018-10-30,197.5559997558593,3.569793369742188,-27.720917538155224,-53.20900514985985,-80.94541881068842,31.0,0,1,2
